timestamp,hour,voltage,current,power,temperature,humidity
2026-07-20 21:19:47,21,0.00,0.000,0.00,27.4,77.9
2026-07-20 21:19:49,21,0.00,0.000,0.00,27.4,77.9
2026-07-20 21:19:50,21,0.00,0.000,0.00,27.4,77.8
2026-07-20 21:19:51,21,0.00,0.000,0.00,27.4,77.8
2026-07-20 21:19:52,21,0.00,0.000,0.00,27.4,77.8
2026-07-20 21:19:53,21,81.59,0.000,0.00,27.4,77.9
2026-07-20 21:19:54,21,127.24,0.000,0.00,27.4,77.9
2026-07-20 21:19:55,21,127.31,0.000,0.00,27.4,77.9
2026-07-20 21:19:57,21,127.06,0.000,0.00,27.4,77.8
2026-07-20 21:19:58,21,127.28,0.000,0.00,27.4,77.8
2026-07-20 21:19:59,21,127.37,0.000,0.00,27.4,77.8
2026-07-20 21:20:00,21,127.34,0.000,0.00,27.4,77.9
2026-07-20 21:20:01,21,127.12,0.000,0.00,27.4,77.9
2026-07-20 21:20:02,21,127.20,0.000,0.00,27.4,77.9
2026-07-20 21:20:04,21,127.03,0.000,0.00,27.4,77.9
2026-07-20 21:20:05,21,127.64,0.000,0.00,27.4,77.9
2026-07-20 21:20:06,21,127.45,0.000,0.00,27.4,77.9
2026-07-20 21:20:07,21,127.34,0.000,0.00,27.4,77.8
2026-07-20 21:20:08,21,127.06,0.000,0.00,27.4,77.8
2026-07-20 21:20:09,21,126.73,0.000,0.00,27.4,77.8
2026-07-20 21:20:11,21,126.71,0.000,0.00,27.4,77.9
2026-07-20 21:20:12,21,127.60,0.000,0.00,27.4,77.9
2026-07-20 21:20:13,21,127.21,0.000,0.00,27.4,77.9
2026-07-20 21:20:14,21,127.18,0.000,0.00,27.4,77.8
2026-07-20 21:20:15,21,127.10,0.000,0.00,27.4,77.8
2026-07-20 21:20:16,21,126.91,0.000,0.00,27.4,77.8
2026-07-20 21:20:18,21,127.05,0.000,0.00,27.4,77.9
2026-07-20 21:20:19,21,127.06,0.000,0.00,27.4,77.9
2026-07-20 21:20:20,21,127.13,0.000,0.00,27.4,77.9
2026-07-20 21:20:21,21,127.21,0.000,0.00,27.4,77.9
2026-07-20 21:20:22,21,127.00,0.000,0.00,27.4,77.9
2026-07-20 21:20:23,21,127.09,0.000,0.00,27.4,77.9
2026-07-20 21:20:24,21,127.15,0.000,0.00,27.4,77.9
2026-07-20 21:20:26,21,127.10,0.000,0.00,27.4,77.9
2026-07-20 21:20:27,21,127.21,0.000,0.00,27.4,77.9
2026-07-20 21:20:28,21,127.10,0.000,0.00,27.4,77.9
2026-07-20 21:20:29,21,127.16,0.000,0.00,27.4,77.9
2026-07-20 21:20:30,21,127.09,0.000,0.00,27.4,77.9
2026-07-20 21:20:31,21,127.02,0.000,0.00,27.4,77.9
2026-07-20 21:20:32,21,127.00,0.000,0.00,27.4,77.9
2026-07-20 21:20:34,21,127.49,0.000,0.00,27.4,77.9
2026-07-20 21:20:35,21,127.35,0.000,0.00,27.4,77.9
2026-07-20 21:20:36,21,127.21,0.000,0.00,27.4,77.9
